Output format: module | schema name (class + field) | field offset
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_flDuration | 0X000544
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_flPathLength | 0X000588
Schema: client.dll | C_CSGO_MapPreviewCameraPath->m_flPathDuration | 0X00058C
Schema: client.dll | C_VoteController->m_iActiveIssueIndex | 0X000548
Schema: client.dll | C_VoteController->m_iOnlyTeamToVote | 0X00054C
Schema: client.dll | C_VoteController->m_nVoteOptionCount | 0X000550
Schema: client.dll | C_VoteController->m_nPotentialVotes | 0X000564
Schema: client.dll | C_VoteController->m_bVotesDirty | 0X000568
Schema: client.dll | C_VoteController->m_bTypeDirty | 0X000569
Schema: client.dll | C_VoteController->m_bIsYesNoVote | 0X00056A
Schema: client.dll | C_MapVetoPickController->m_nDraftType | 0X000548
Schema: client.dll | C_MapVetoPickController->m_nTeamWinningCoinToss | 0X00054C
Schema: client.dll | C_MapVetoPickController->m_nTeamWithFirstChoice | 0X000550
Schema: client.dll | C_MapVetoPickController->m_nVoteMapIdsList | 0X000650
Schema: client.dll | C_MapVetoPickController->m_nAccountIDs | 0X00066C
Schema: client.dll | C_MapVetoPickController->m_nMapId0 | 0X00076C
Schema: client.dll | C_MapVetoPickController->m_nMapId1 | 0X00086C
Schema: client.dll | C_MapVetoPickController->m_nMapId2 | 0X00096C
Schema: client.dll | C_MapVetoPickController->m_nMapId3 | 0X000A6C
Schema: client.dll | C_MapVetoPickController->m_nMapId4 | 0X000B6C
Schema: client.dll | C_MapVetoPickController->m_nMapId5 | 0X000C6C
Schema: client.dll | C_MapVetoPickController->m_nStartingSide0 | 0X000D6C
Schema: client.dll | C_MapVetoPickController->m_nCurrentPhase | 0X000E6C
Schema: client.dll | C_MapVetoPickController->m_nPhaseStartTick | 0X000E70
Schema: client.dll | C_MapVetoPickController->m_nPhaseDurationTicks | 0X000E74
Schema: client.dll | C_MapVetoPickController->m_nPostDataUpdateTick | 0X000E78
Schema: client.dll | C_MapVetoPickController->m_bDisabledHud | 0X000E7C
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_bDofEnabled | 0X000598
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_flDofNearBlurry | 0X00059C
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_flDofNearCrisp | 0X0005A0
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_flDofFarCrisp | 0X0005A4
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_flDofFarBlurry | 0X0005A8
Schema: client.dll | C_CSGO_TeamPreviewCamera->m_flDofTiltToGround | 0X0005AC
Schema: client.dll | C_InfoMapRegion->m_flRadius | 0X000538
Schema: client.dll | C_InfoMapRegion->m_szLocToken | 0X00053C
Schema: client.dll | C_InfoMapRegion->m_pNext | 0X0005C0
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_Color | 0X001608
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_flBrightness | 0X00160C
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_hCubemapTexture | 0X001610
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_bCustomCubemapTexture | 0X001618
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_hLightProbeTexture | 0X001620
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_hLightProbeDirectLightIndicesTexture | 0X001628
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_hLightProbeDirectLightScalarsTexture | 0X001630
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_hLightProbeDirectLightShadowsTexture | 0X001638
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_vBoxMins | 0X001640
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_vBoxMaxs | 0X00164C
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_LightGroups | 0X001658
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_bMoveable | 0X001660
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nHandshake | 0X001664
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nEnvCubeMapArrayIndex | 0X001668
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nPriority | 0X00166C
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_bStartDisabled | 0X001670
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_flEdgeFadeDist | 0X001674
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_vEdgeFadeDists | 0X001678
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeSizeX | 0X001684
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeSizeY | 0X001688
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeSizeZ | 0X00168C
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeAtlasX | 0X001690
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeAtlasY | 0X001694
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_nLightProbeAtlasZ | 0X001698
Schema: client.dll | C_EnvCombinedLightProbeVolume->m_bEnabled | 0X0016B1
Schema: client.dll | C_EnvCubemap->m_hCubemapTexture | 0X000628
Schema: client.dll | C_EnvCubemap->m_bCustomCubemapTexture | 0X000630
Schema: client.dll | C_EnvCubemap->m_flInfluenceRadius | 0X000634
Schema: client.dll | C_EnvCubemap->m_vBoxProjectMins | 0X000638
Schema: client.dll | C_EnvCubemap->m_vBoxProjectMaxs | 0X000644
Schema: client.dll | C_EnvCubemap->m_LightGroups | 0X000650
Schema: client.dll | C_EnvCubemap->m_bMoveable | 0X000658
Schema: client.dll | C_EnvCubemap->m_nHandshake | 0X00065C
Schema: client.dll | C_EnvCubemap->m_nEnvCubeMapArrayIndex | 0X000660
Schema: client.dll | C_EnvCubemap->m_nPriority | 0X000664
Schema: client.dll | C_EnvCubemap->m_flEdgeFadeDist | 0X000668
Schema: client.dll | C_EnvCubemap->m_vEdgeFadeDists | 0X00066C
Schema: client.dll | C_EnvCubemap->m_flDiffuseScale | 0X000678
Schema: client.dll | C_EnvCubemap->m_bStartDisabled | 0X00067C
Schema: client.dll | C_EnvCubemap->m_bDefaultEnvMap | 0X00067D
Schema: client.dll | C_EnvCubemap->m_bDefaultSpecEnvMap | 0X00067E
Schema: client.dll | C_EnvCubemap->m_bIndoorCubeMap | 0X00067F
Schema: client.dll | C_EnvCubemap->m_bCopyDiffuseFromDefaultCubemap | 0X000680
Schema: client.dll | C_EnvCubemap->m_bEnabled | 0X000690
Schema: client.dll | C_EnvCubemapFog->m_flEndDistance | 0X000538
Schema: client.dll | C_EnvCubemapFog->m_flStartDistance | 0X00053C
Schema: client.dll | C_EnvCubemapFog->m_flFogFalloffExponent | 0X000540
Schema: client.dll | C_EnvCubemapFog->m_bHeightFogEnabled | 0X000544
Schema: client.dll | C_EnvCubemapFog->m_flFogHeightWidth | 0X000548
Schema: client.dll | C_EnvCubemapFog->m_flFogHeightEnd | 0X00054C
Schema: client.dll | C_EnvCubemapFog->m_flFogHeightStart | 0X000550
Schema: client.dll | C_EnvCubemapFog->m_flFogHeightExponent | 0X000554
Schema: client.dll | C_EnvCubemapFog->m_flLODBias | 0X000558
Schema: client.dll | C_EnvCubemapFog->m_bActive | 0X00055C
Schema: client.dll | C_EnvCubemapFog->m_bStartDisabled | 0X00055D
Schema: client.dll | C_EnvCubemapFog->m_flFogMaxOpacity | 0X000560
Schema: client.dll | C_EnvCubemapFog->m_nCubemapSourceType | 0X000564
Schema: client.dll | C_EnvCubemapFog->m_hSkyMaterial | 0X000568
Schema: client.dll | C_EnvCubemapFog->m_iszSkyEntity | 0X000570
Schema: client.dll | C_EnvCubemapFog->m_hFogCubemapTexture | 0X000578
Schema: client.dll | C_EnvCubemapFog->m_bHasHeightFogEnd | 0X000580
Schema: client.dll | C_EnvCubemapFog->m_bFirstTime | 0X000581
Schema: client.dll | C_GradientFog->m_hGradientFogTexture | 0X000538
Schema: client.dll | C_GradientFog->m_flFogStartDistance | 0X000540
Schema: client.dll | C_GradientFog->m_flFogEndDistance | 0X000544
Schema: client.dll | C_GradientFog->m_bHeightFogEnabled | 0X000548
Schema: client.dll | C_GradientFog->m_flFogStartHeight | 0X00054C
Schema: client.dll | C_GradientFog->m_flFogEndHeight | 0X000550
Schema: client.dll | C_GradientFog->m_flFarZ | 0X000554
Schema: client.dll | C_GradientFog->m_flFogMaxOpacity | 0X000558
Schema: client.dll | C_GradientFog->m_flFogFalloffExponent | 0X00055C
Schema: client.dll | C_GradientFog->m_flFogVerticalExponent | 0X000560
Schema: client.dll | C_GradientFog->m_fogColor | 0X000564
Schema: client.dll | C_GradientFog->m_flFogStrength | 0X000568
Schema: client.dll | C_GradientFog->m_flFadeTime | 0X00056C
Schema: client.dll | C_GradientFog->m_bStartDisabled | 0X000570
Schema: client.dll | C_GradientFog->m_bIsEnabled | 0X000571
Schema: client.dll | C_GradientFog->m_bGradientFogNeedsTextures | 0X000572
Schema: client.dll | C_EnvLightProbeVolume->m_hLightProbeTexture | 0X001518
Schema: client.dll | C_EnvLightProbeVolume->m_hLightProbeDirectLightIndicesTexture | 0X001520
Schema: client.dll | C_EnvLightProbeVolume->m_hLightProbeDirectLightScalarsTexture | 0X001528
Schema: client.dll | C_EnvLightProbeVolume->m_hLightProbeDirectLightShadowsTexture | 0X001530
Schema: client.dll | C_EnvLightProbeVolume->m_vBoxMins | 0X001538
Schema: client.dll | C_EnvLightProbeVolume->m_vBoxMaxs | 0X001544
Schema: client.dll | C_EnvLightProbeVolume->m_LightGroups | 0X001550
Schema: client.dll | C_EnvLightProbeVolume->m_bMoveable | 0X001558
Schema: client.dll | C_EnvLightProbeVolume->m_nHandshake | 0X00155C
Schema: client.dll | C_EnvLightProbeVolume->m_nPriority | 0X001560
Schema: client.dll | C_EnvLightProbeVolume->m_bStartDisabled | 0X001564
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeSizeX | 0X001568
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeSizeY | 0X00156C
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeSizeZ | 0X001570
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeAtlasX | 0X001574
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeAtlasY | 0X001578
Schema: client.dll | C_EnvLightProbeVolume->m_nLightProbeAtlasZ | 0X00157C
Schema: client.dll | C_EnvLightProbeVolume->m_bEnabled | 0X001589
Schema: client.dll | C_TonemapController2->m_flAutoExposureMin | 0X000538
Schema: client.dll | C_TonemapController2->m_flAutoExposureMax | 0X00053C
Schema: client.dll | C_TonemapController2->m_flTonemapPercentTarget | 0X000540
Schema: client.dll | C_TonemapController2->m_flTonemapPercentBrightPixels | 0X000544
Schema: client.dll | C_TonemapController2->m_flTonemapMinAvgLum | 0X000548
Schema: client.dll | C_TonemapController2->m_flExposureAdaptationSpeedUp | 0X00054C
Schema: client.dll | C_TonemapController2->m_flExposureAdaptationSpeedDown | 0X000550
Schema: client.dll | C_TonemapController2->m_flTonemapEVSmoothingRange | 0X000554
Schema: client.dll | C_EnvVolumetricFogController->m_flScattering | 0X000538
Schema: client.dll | C_EnvVolumetricFogController->m_flAnisotropy | 0X00053C
Schema: client.dll | C_EnvVolumetricFogController->m_flFadeSpeed | 0X000540
Schema: client.dll | C_EnvVolumetricFogController->m_flDrawDistance | 0X000544
Schema: client.dll | C_EnvVolumetricFogController->m_flFadeInStart | 0X000548
Schema: client.dll | C_EnvVolumetricFogController->m_flFadeInEnd | 0X00054C
Schema: client.dll | C_EnvVolumetricFogController->m_flIndirectStrength | 0X000550
Schema: client.dll | C_EnvVolumetricFogController->m_nIndirectTextureDimX | 0X000554
Schema: client.dll | C_EnvVolumetricFogController->m_nIndirectTextureDimY | 0X000558
Schema: client.dll | C_EnvVolumetricFogController->m_nIndirectTextureDimZ | 0X00055C
Schema: client.dll | C_EnvVolumetricFogController->m_vBoxMins | 0X000560
Schema: client.dll | C_EnvVolumetricFogController->m_vBoxMaxs | 0X00056C
Schema: client.dll | C_EnvVolumetricFogController->m_bActive | 0X000578
Schema: client.dll | C_EnvVolumetricFogController->m_flStartAnisoTime | 0X00057C
Schema: client.dll | C_EnvVolumetricFogController->m_flStartScatterTime | 0X000580
Schema: client.dll | C_EnvVolumetricFogController->m_flStartDrawDistanceTime | 0X000584
Schema: client.dll | C_EnvVolumetricFogController->m_flStartAnisotropy | 0X000588
Schema: client.dll | C_EnvVolumetricFogController->m_flStartScattering | 0X00058C
Schema: client.dll | C_EnvVolumetricFogController->m_flStartDrawDistance | 0X000590
Schema: client.dll | C_EnvVolumetricFogController->m_flDefaultAnisotropy | 0X000594
Schema: client.dll | C_EnvVolumetricFogController->m_flDefaultScattering | 0X000598
Schema: client.dll | C_EnvVolumetricFogController->m_flDefaultDrawDistance | 0X00059C
Schema: client.dll | C_EnvVolumetricFogController->m_bStartDisabled | 0X0005A0
Schema: client.dll | C_EnvVolumetricFogController->m_bEnableIndirect | 0X0005A1
Schema: client.dll | C_EnvVolumetricFogController->m_bIsMaster | 0X0005A2
Schema: client.dll | C_EnvVolumetricFogController->m_hFogIndirectTexture | 0X0005A8
Schema: client.dll | C_EnvVolumetricFogController->m_nForceRefreshCount | 0X0005B0
Schema: client.dll | C_EnvVolumetricFogController->m_bFirstTime | 0X0005B4
Schema: client.dll | C_EnvVolumetricFogVolume->m_bActive | 0X000538
Schema: client.dll | C_EnvVolumetricFogVolume->m_vBoxMins | 0X00053C
Schema: client.dll | C_EnvVolumetricFogVolume->m_vBoxMaxs | 0X000548
Schema: client.dll | C_EnvVolumetricFogVolume->m_bStartDisabled | 0X000554
Schema: client.dll | C_EnvVolumetricFogVolume->m_flStrength | 0X000558
Schema: client.dll | C_EnvVolumetricFogVolume->m_nFalloffShape | 0X00055C
Schema: client.dll | C_EnvVolumetricFogVolume->m_flFalloffExponent | 0X000560
Schema: client.dll | C_FogController->m_fog | 0X000538
Schema: client.dll | C_FogController->m_bUseAngles | 0X0005A0
Schema: client.dll | C_FogController->m_iChangedVariables | 0X0005A4
Schema: client.dll | C_InfoVisibilityBox->m_nMode | 0X00053C
Schema: client.dll | C_InfoVisibilityBox->m_vBoxSize | 0X000540
Schema: client.dll | C_InfoVisibilityBox->m_bEnabled | 0X00054C
Schema: client.dll | CInfoWorldLayer->m_pOutputOnEntitiesSpawned | 0X000538
Schema: client.dll | CInfoWorldLayer->m_worldName | 0X000560
Schema: client.dll | CInfoWorldLayer->m_layerName | 0X000568
Schema: client.dll | CInfoWorldLayer->m_bWorldLayerVisible | 0X000570
Schema: client.dll | CInfoWorldLayer->m_bEntitiesSpawned | 0X000571
Schema: client.dll | CInfoWorldLayer->m_bCreateAsChildSpawnGroup | 0X000572
Schema: client.dll | CInfoWorldLayer->m_hLayerSpawnGroup | 0X000574
Schema: client.dll | CInfoWorldLayer->m_bWorldLayerActuallyVisible | 0X000578
Schema: client.dll | C_PointCamera->m_FOV | 0X000538
Schema: client.dll | C_PointCamera->m_Resolution | 0X00053C
Schema: client.dll | C_PointCamera->m_bFogEnable | 0X000540
Schema: client.dll | C_PointCamera->m_FogColor | 0X000541
Schema: client.dll | C_PointCamera->m_flFogStart | 0X000548
Schema: client.dll | C_PointCamera->m_flFogEnd | 0X00054C
Schema: client.dll | C_PointCamera->m_flFogMaxDensity | 0X000550
Schema: client.dll | C_PointCamera->m_bActive | 0X000554
Schema: client.dll | C_PointCamera->m_bUseScreenAspectRatio | 0X000555
Schema: client.dll | C_PointCamera->m_flAspectRatio | 0X000558
Schema: client.dll | C_PointCamera->m_bNoSky | 0X00055C
Schema: client.dll | C_PointCamera->m_fBrightness | 0X000560
Schema: client.dll | C_PointCamera->m_flZFar | 0X000564
Schema: client.dll | C_PointCamera->m_flZNear | 0X000568
Schema: client.dll | C_PointCamera->m_bDofEnabled | 0X00056C
Schema: client.dll | C_PointCamera->m_flDofNearBlurry | 0X000570
Schema: client.dll | C_PointCamera->m_flDofNearCrisp | 0X000574
Schema: client.dll | C_PointCamera->m_flDofFarCrisp | 0X000578
Schema: client.dll | C_PointCamera->m_flDofFarBlurry | 0X00057C
Schema: client.dll | C_PointCamera->m_flDofTiltToGround | 0X000580
Schema: client.dll | C_PointCamera->m_TargetFOV | 0X000584
Schema: client.dll | C_PointCamera->m_DegreesPerSecond | 0X000588
Schema: client.dll | C_PointCamera->m_bIsOn | 0X00058C
Schema: client.dll | C_PointCamera->m_pNext | 0X000590
Schema: client.dll | C_PointCameraVFOV->m_flVerticalFOV | 0X000598
Schema: client.dll | CPointTemplate->m_iszWorldName | 0X000538
Schema: client.dll | CPointTemplate->m_iszSource2EntityLumpName | 0X000540
Schema: client.dll | CPointTemplate->m_iszEntityFilterName | 0X000548
Schema: client.dll | CPointTemplate->m_flTimeoutInterval | 0X000550
Schema: client.dll | CPointTemplate->m_bAsynchronouslySpawnEntities | 0X000554
Schema: client.dll | CPointTemplate->m_pOutputOnSpawned | 0X000558
Schema: client.dll | CPointTemplate->m_clientOnlyEntityBehavior | 0X000580
Schema: client.dll | CPointTemplate->m_ownerSpawnGroupType | 0X000584
Schema: client.dll | CPointTemplate->m_createdSpawnGroupHandles | 0X000588
Schema: client.dll | CPointTemplate->m_SpawnedEntityHandles | 0X0005A0
Schema: client.dll | CPointTemplate->m_ScriptSpawnCallback | 0X0005B8
Schema: client.dll | CPointTemplate->m_ScriptCallbackScope | 0X0005C0
Schema: client.dll | C_SoundAreaEntityBase->m_bDisabled | 0X000538
Schema: client.dll | C_SoundAreaEntityBase->m_bWasEnabled | 0X000540
Schema: client.dll | C_SoundAreaEntityBase->m_iszSoundAreaType | 0X000548
Schema: client.dll | C_SoundAreaEntityBase->m_vPos | 0X000550
Schema: client.dll | C_SoundAreaEntitySphere->m_flRadius | 0X000560
Schema: client.dll | C_SoundAreaEntityOrientedBox->m_vMin | 0X000560
Schema: client.dll | C_SoundAreaEntityOrientedBox->m_vMax | 0X00056C
Schema: client.dll | C_Team->m_aPlayerControllers | 0X000538
Schema: client.dll | C_Team->m_aPlayers | 0X000550
Schema: client.dll | C_Team->m_iScore | 0X000568
Schema: client.dll | C_Team->m_szTeamname | 0X00056C
Schema: client.dll | CBasePlayerController->m_nFinalPredictedTick | 0X000540
Schema: client.dll | CBasePlayerController->m_CommandContext | 0X000548
Schema: client.dll | CBasePlayerController->m_nInButtonsWhichAreToggles | 0X0005C8
Schema: client.dll | CBasePlayerController->m_nTickBase | 0X0005D0
Schema: client.dll | CBasePlayerController->m_hPawn | 0X0005D4
Schema: client.dll | CBasePlayerController->m_hPredictedPawn | 0X0005D8
Schema: client.dll | CBasePlayerController->m_nSplitScreenSlot | 0X0005DC
Schema: client.dll | CBasePlayerController->m_hSplitOwner | 0X0005E0
Schema: client.dll | CBasePlayerController->m_hSplitScreenPlayers | 0X0005E8
Schema: client.dll | CBasePlayerController->m_bIsHLTV | 0X000600
Schema: client.dll | CBasePlayerController->m_iConnected | 0X000604
Schema: client.dll | CBasePlayerController->m_iszPlayerName | 0X000608
Schema: client.dll | CBasePlayerController->m_steamID | 0X000690
Schema: client.dll | CBasePlayerController->m_bIsLocalPlayerController | 0X000698
Schema: client.dll | CBasePlayerController->m_iDesiredFOV | 0X00069C
Schema: client.dll | CBasePlayerVData->m_sModelName | 0X000028
